FAW_billboard,0:00:00,0:01:00,1
FAW_newscastI,0:01:00,0:04:00,2
FAW_newscastII,0:04:00,0:05:46,3
FAW_newscastFundingCredit,0:05:46,0:06:00,4
FAW_musicBed1,0:06:00,0:06:30,5
FAW_segmentAB,0:06:30,0:38:30,6
FAW_musicBed2,0:38:30,0:40:00,7
FAW_segmentC,0:40:00,0:59:00,8
FAW_silence,0:59:00,1:00:00,9
