FEW_billboard,0:00:00,0:01:00,1
FEW_newscastI,0:01:00,0:04:00,2
FEW_newscastII,0:04:00,0:05:46,3
FEW_newscastFundingCredit,0:05:46,0:06:00,4
FEW_musicBed1,0:06:00,0:06:30,5
FEW_segmentAB,0:06:30,0:38:30,6
FEW_musicBed2,0:38:30,0:40:00,7
FEW_segmentC,0:40:00,0:59:00,8
FEW_silence,0:59:00,1:00:00,9
