TMM_billboard,0:00:00,0:01:00,1
TMM_newscastI,0:01:00,0:04:00,2
TMM_newscastII,0:04:00,0:05:46,3
TMM_newscastFundingCredit,0:05:46,0:06:00,4
TMM_musicBed1,0:06:00,0:06:30,5
TMM_segmentA,0:06:30,0:19:00,6
TMM_musicBed2,0:19:00,0:20:00,7
TMM_segmentB,0:20:00,0:37:50,8
TMM_fundingCredits1,0:37:50,0:38:30,9
TMM_nextDayPromo,0:38:30,0:39:00,10
TMM_musicBed3,0:39:00,0:40:00,11
TMM_segmentC,0:40:00,0:57:50,12
TMM_fundingCredits2,0:57:50,0:58:30,13
TMM_silence,0:58:30,1:00:00,14
